country,region,year,"Children out of school, primary","Children out of school, primary, female","Children out of school, primary, male",Primary school completion (% of girls),"Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Expenditure per student, tertiary (% of GDP per capita)",Youth (15-24) literacy rate (%). Female,Youth (15-24) literacy rate (%). Male,Youth (15-24) literacy rate (%). Total,Adult (15+) literacy rate (%). Male,Adult (15+) literacy rate (%). Total,Ratio of girls to boys in primary and secondary education (%),Education aid (% of total aid),Ratio of young literate females to males (% ages 15-24),Mean years in school (men 25 years old and older),Mean year in School (between 28 and 34 years old ),"Mean years in school (Women of reproductive age, from 15 to 44 years old)",Mean years in school (women 25 and older),Mean years in school (between 25 and 34 years old),Mean years in school ( women aged 25 to 34 as % men of same age)
Burundi,Eastern Africa,1999,686963,362081,324882,22.22288,25.46823,23.84349,14.43602,NA,1036.12811,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3.7,2.4,1.3,2.4,66.6666666666667
Burundi,Eastern Africa,2e3,618713,332308,286405,23.9331,28.66903,26.29945,11.09766,NA,908.99967,70.365296803653,76.7800212539851,73.3300589390963,67.3069306930693,59.3036211699164,NA,NA,91.6453208197671,2.8,3.8,2.4,1.4,2.5,69.4444444444444
Burundi,Eastern Africa,2001,521933,289736,232197,24.00288,29.63291,26.81893,13.33986,67.79183,1103.07696,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.8,2.5,1.4,2.6,70.2702702702703
Burundi,Eastern Africa,2002,533663,298379,235284,24.15022,30.39797,27.27208,13.78848,NA,621.37194,NA,NA,NA,NA,NA,NA,NA,NA,3,3.9,2.6,1.5,2.7,71.0526315789474
Burundi,Eastern Africa,2003,493509,276441,217068,27.26483,36.72019,31.98717,17.20966,75.99174,563.77069,NA,NA,NA,NA,NA,79.765,NA,NA,3,4,2.7,1.6,2.7,69.2307692307692
Burundi,Eastern Africa,2004,474905,257091,217814,27.87519,40.90659,34.3839,18.993,70.24445,422.69041,NA,NA,NA,NA,NA,81.907,NA,NA,3.1,4.1,2.7,1.6,2.8,71.7948717948718
Burundi,Eastern Africa,2005,434146,234785,199361,32.13733,41.47613,36.80277,18.38254,71.53436,334.55734,NA,NA,NA,NA,NA,83.881,NA,NA,3.2,4.2,2.8,1.7,2.9,72.5
Burundi,Eastern Africa,2006,217787,116994,100793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.582,NA,NA,3.3,4.2,2.9,1.8,3,73.1707317073171
Burundi,Eastern Africa,2007,120489,66246,54243,38.41644,45.39401,41.90269,NA,NA,NA,NA,NA,NA,NA,NA,89.999,NA,NA,3.4,4.3,3,1.8,3.1,75.609756097561
Burundi,Eastern Africa,2008,NA,NA,NA,41.8665,48.27509,45.0687,18.3739,56.97564,551.96042,88.113453762233,89.5927543210473,88.8863668518211,88.7761807942895,86.9478703795691,91.298,NA,NA,3.4,4.4,3.1,1.9,3.1,73.8095238095238
Burundi,Eastern Africa,2009,NA,NA,NA,50.66352,54.19228,52.427,20.67301,58.1562,509.86723,NA,NA,NA,NA,NA,92.662,NA,99.1692548885794,3.5,4.5,3.1,2,3.2,76.1904761904762
Burundi,Eastern Africa,2010,NA,NA,NA,54.89456,57.38346,56.13868,19.02535,64.08352,477.44336,NA,NA,NA,NA,NA,93.863,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,Eastern Africa,2011,NA,NA,NA,62.19,62.07853,62.13428,NA,NA,NA,NA,NA,NA,NA,NA,95.335,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,Middle Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3.4,1.4,0.6,1.4,45.1612903225806
Cameroon,Middle Africa,1971,411562,245499,166063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.013,NA,NA,2,3.6,1.4,0.6,1.5,45.4545454545455
Cameroon,Middle Africa,1972,436610,253367,183243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.044,NA,NA,2.1,3.7,1.5,0.7,1.5,44.1176470588235
Cameroon,Middle Africa,1973,470164,270573,199591,36.76785,54.80712,45.80067,NA,NA,NA,NA,NA,NA,NA,NA,73.798,NA,NA,2.1,3.9,1.6,0.7,1.6,44.4444444444444
Cameroon,Middle Africa,1974,508978,284302,224676,36.81496,53.78769,45.31637,NA,NA,NA,NA,NA,NA,NA,NA,74.888,NA,NA,2.2,4,1.7,0.7,1.7,45.9459459459459
Cameroon,Middle Africa,1975,448740,259830,188910,38.81149,55.82234,47.33411,NA,NA,NA,NA,NA,NA,NA,NA,75.15,NA,NA,2.3,4.2,1.8,0.8,1.8,47.3684210526316
Cameroon,Middle Africa,1976,443545,256851,186694,40.59433,57.10172,48.86589,NA,NA,NA,59.0631801552877,79.5916488193488,68.8170326812424,54.6298474853998,41.2162111674075,76.252,NA,74.2077605269177,2.4,4.3,1.9,0.8,1.9,47.5
Cameroon,Middle Africa,1977,475557,271528,204029,42.09723,57.60057,49.86566,NA,NA,NA,NA,NA,NA,NA,NA,77.029,NA,NA,2.5,4.5,2,0.9,2,48.780487804878
